代碼,寺廟名稱,寺廟地址,X座標,Y座標,lat,lnt
59,台北神德宮,臺北市中山區濱江街180巷13號,304293.744,2773520.1,25.06892681,121.5381769
60,地藏庵,臺北市中山區玉門街11號,302518.853,2773858.833,25.0720476,121.5205971
61,明山寺福天宮,臺北市中山區劍南路648巷12號,305842.283,2775452.967,25.08632004,121.5536044
62,金剛寺,臺北市中山區中山北路4段71巷2弄臨三號,303051.358,2774843.864,25.08092176,121.5259134
63,財團法人九府仙師普惠堂,臺北市中山區民權西路70巷49號,302521.918,2772594.938,25.06063714,121.5205793
64,財團法人台北市中庄仔福德宮,臺北市中山區吉林路236巷35號,303372.668,2772466.663,25.05944928,121.5290064
65,財團法人台北市永靜廟,臺北市中山區錦西街9號,302608.853,2772572.27,25.06042947,121.5214401
66,財團法人台北市朱厝崙福聚宮,臺北市中山區龍江路55巷21號,304691.343,2771375.856,25.04955444,121.5420327
67,財團法人台北市妙道院,臺北市中山區農安街87號,303353.77,2773079.296,25.06498075,121.5288428
68,財團法人台北市景福宮,臺北市中山區德惠街11號,303015.83,2773274.612,25.06675594,121.5255008
69,財團法人台北市蓮友念佛團,臺北市中山區朱崙街63號,304680.097,2771433.694,25.050077,121.5419236
70,財團法人台北市臨濟護國禪寺,臺北市中山區玉門街9號,302555.63,2773857.006,25.07202982,121.5209616
71,財團法人台北市雙境廟,臺北市中山區松江路235巷22號,303897.03,2772394.055,25.05877518,121.5342006
72,財團法人台北行天宮,臺北市中山區民權東路2段109號,303824.76,2772834.433,25.06275345,121.5335015
73,財團法人劍潭古寺,臺北市中山區北安路805巷6號,306018.152,2775438.058,25.08617893,121.5553473
74,景新宮,臺北市中山區濱江街6之1號,303383.929,2773736.473,25.07091262,121.5291672
75,植福宮,臺北市中山區北安路608巷14弄1號,305537.292,2774949.205,25.08178339,121.5505606
76,圓山藥師寺,臺北市中山區中山北路4段1巷1弄6號旁,303192.188,2774882.935,25.08126954,121.527311
77,圓通巖,臺北市中山區中山北路4段1巷1弄3號,303339.074,2774911.941,25.08152622,121.5287682
78,新福宮,臺北市中山區新生北路2段62巷33號,303100.478,2772098.279,25.05613312,121.5262944
79,福正宮,臺北市中山區中山北路4段67號,302908.891,2774788.782,25.08042948,121.524499
80,慧日講堂,臺北市中山區朱崙街36號,304616.098,2771413.816,25.04989986,121.5412885
81,鎮安宮,臺北市中山區基湖路151巷46弄6號,306976.173,2774444.402,25.07717251,121.5648033
82,二二八公園福德宮,臺北市中正區懷寧街107號,301874.957,2770434.132,25.04115182,121.5140857
83,光華寺,臺北市中正區水源路157號,302027.623,2768526.044,25.0239204,121.5155266
84,長慶廟,臺北市中正區晉江街34號,302664.745,2768659.453,25.02510279,121.5218445
85,財團法人台北市十普寺,臺北市中正區南昌路2段140號,302764.729,2768674.691,25.02523688,121.5228358
86,財團法人台北市東和禪寺,臺北市中正區仁愛路1段21-33號,302730.643,2770248.99,25.03945078,121.5225582
87,財團法人台北市南福宮,臺北市中正區和平西路1段55巷1號,302468.995,2768869.288,25.02700397,121.5199129
